filename,document_type,writing_type
PT-TT-SNI-DGE-1-7900_m0037.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0038.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0039.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0040.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0041.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0042.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0043.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0044.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0045.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0046.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0047.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0048.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0049.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0050.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0051.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0052.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0053.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0054.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0055.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0056.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0057.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0058.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0059.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0060.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0061.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0062.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0063.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0064.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0065.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0066.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0067.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0068.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0069.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0070.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0071.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0072.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0073.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0074.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0075.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0076.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0077.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0078.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0079.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0080.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-7900_m0081.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0001.TIF,,blank
PT-TT-SNI-DGE-1-8030_m0002.TIF,process_cover,typewritten
PT-TT-SNI-DGE-1-8030_m0003.TIF,process_cover,typewritten
PT-TT-SNI-DGE-1-8030_m0004.TIF,process_cover,handwritten
PT-TT-SNI-DGE-1-8030_m0005.TIF,process_cover,handwritten
PT-TT-SNI-DGE-1-8030_m0006.TIF,,typewritten
PT-TT-SNI-DGE-1-8030_m0007.TIF,letter,typewritten
PT-TT-SNI-DGE-1-8030_m0008.TIF,process_cover,handwritten
PT-TT-SNI-DGE-1-8030_m0009.TIF,process_cover,handwritten
PT-TT-SNI-DGE-1-8030_m0010.TIF,,typewritten
PT-TT-SNI-DGE-1-8030_m0011.TIF,,
PT-TT-SNI-DGE-1-8030_m0012.TIF,,
PT-TT-SNI-DGE-1-8030_m0013.TIF,letter,typewritten
PT-TT-SNI-DGE-1-8030_m0014.TIF,letter,typewritten
PT-TT-SNI-DGE-1-8030_m0015.TIF,theatre_cover,typewritten
PT-TT-SNI-DGE-1-8030_m0016.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0017.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0018.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0019.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0020.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0021.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0022.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0023.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0024.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0025.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0026.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0027.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0028.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0029.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0030.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0031.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0032.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0033.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0034.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0035.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0036.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0037.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0038.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0039.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0040.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0041.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0042.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0043.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0044.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0045.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0046.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0047.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0048.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0049.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0050.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0051.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0052.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0053.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0054.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0055.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0056.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0057.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0058.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0059.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0060.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0061.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0062.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0063.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0064.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0065.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0066.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0067.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0068.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0069.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0070.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0071.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0072.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0073.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0074.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0075.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0076.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0077.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0078.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0079.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0080.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0081.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0082.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0083.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0084.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0085.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0086.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0087.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0088.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0089.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0090.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0091.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0092.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0093.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0094.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0095.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0096.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0097.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0098.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0099.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0100.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0101.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0102.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0103.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0104.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0105.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0106.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0107.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0108.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0109.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0110.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0111.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0112.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0113.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0114.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0115.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0116.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0117.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0118.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0119.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0120.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0121.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8030_m0122.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0001.TIF,,blank
PT-TT-SNI-DGE-1-8073_m0002.TIF,,typewritten
PT-TT-SNI-DGE-1-8073_m0003.TIF,,typewritten
PT-TT-SNI-DGE-1-8073_m0004.TIF,,typewritten
PT-TT-SNI-DGE-1-8073_m0005.TIF,process_cover,handwritten
PT-TT-SNI-DGE-1-8073_m0006.TIF,process_cover,handwritten
PT-TT-SNI-DGE-1-8073_m0007.TIF,letter,typewritten
PT-TT-SNI-DGE-1-8073_m0008.TIF,theatre_cover,handwritten
PT-TT-SNI-DGE-1-8073_m0009.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0010.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0011.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0012.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0013.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0014.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0015.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0016.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0017.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0018.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0019.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0020.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0021.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0022.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0023.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0024.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0025.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0026.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0027.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0028.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0029.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0030.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0031.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0032.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0033.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0034.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0035.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0036.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0037.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0038.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0039.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0040.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0041.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0042.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0043.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0044.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0045.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0046.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0047.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0048.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0049.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0050.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0051.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0052.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0053.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0054.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0055.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0056.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0057.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0058.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0059.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0060.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0061.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0062.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0063.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0064.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0065.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0066.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0067.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0068.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0069.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0070.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0071.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8073_m0072.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0001.TIF,process_cover,handwritten
PT-TT-SNI-DGE-1-8197_m0002.TIF,process_cover,handwritten
PT-TT-SNI-DGE-1-8197_m0003.TIF,process_cover,handwritten
PT-TT-SNI-DGE-1-8197_m0004.TIF,letter,typewritten
PT-TT-SNI-DGE-1-8197_m0005.TIF,,typewritten
PT-TT-SNI-DGE-1-8197_m0006.TIF,letter,typewritten
PT-TT-SNI-DGE-1-8197_m0007.TIF,process_cover,handwritten
PT-TT-SNI-DGE-1-8197_m0008.TIF,theatre_cover,typewritten
PT-TT-SNI-DGE-1-8197_m0009.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0010.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0011.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0012.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0013.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0014.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0015.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0016.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0017.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0018.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0019.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0020.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0021.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0022.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0023.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0024.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0025.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0026.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0027.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0028.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0029.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0030.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0031.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0032.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0033.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0034.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0035.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0036.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0037.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0038.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0039.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0040.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0041.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0042.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0043.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0044.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0045.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0046.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0047.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0048.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0049.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0050.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0051.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0052.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0053.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0054.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0055.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0056.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0057.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0058.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0059.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0060.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0061.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0062.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0063.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0064.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0065.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0066.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0067.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0068.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0069.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0070.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0071.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0072.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0073.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0074.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0075.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0076.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0077.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0078.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0079.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0080.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0081.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0082.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0083.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0084.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0085.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0086.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0087.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0088.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0089.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0090.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0091.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0092.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0093.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0094.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0095.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0096.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0097.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0098.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0099.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0100.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0101.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0102.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0103.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0104.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0105.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0106.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0107.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0108.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0109.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0110.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0111.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0112.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0113.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0114.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0115.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0116.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0117.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0118.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0119.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0120.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0121.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0122.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0123.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0124.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0125.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0126.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0127.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0128.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0129.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0130.TIF,theatre_content,typewritten
PT-TT-SNI-DGE-1-8197_m0131.TIF,theatre_content,typewritten
