file,baseline,homogeneous_blur,gaussian_blur,median_blur,bilateral_filtering,adaptive_threshold,simple_threshold,otsu_threshold,triangle_threshold,erosion,opening,closing,morphological_gradient,top_hat,black_hat
PT-TT-SNI-DSC-35-5-5413_m1038,47.37,47.37,33.8,14.55,41.03,40.51,41.56,41.56,43.59,47.37,47.37,47.37,10.96,31.17,37.97
PT-TT-SNI-DSC-35-5-5438_m1087,40.58,40.58,33.9,14.63,38.81,47.22,42.62,42.86,43.33,40.58,40.58,40.58,22.22,34.29,32.35
PT-TT-SNI-DSC-35-5-5438_m1088,34.21,34.21,28.12,8.16,35.44,27.5,35.82,31.17,31.43,34.21,34.21,34.21,2.67,18.67,27.03
PT-TT-SNI-DSC-35-5-5520_m1222,15.09,15.09,21.62,4.65,38.1,32.97,33.33,11.11,28.57,15.09,15.09,15.09,6.06,31.88,42.35
PT-TT-SNI-DSC-35-5-5520_m1223,38.2,38.2,40.48,25.4,40.43,29.63,41.3,40.0,42.86,38.2,38.2,38.2,4.26,37.97,39.18
PT-TT-SNI-DSC-35-5-5523_m1228,36.59,36.59,24.69,4.65,39.44,30.11,32.43,36.59,18.52,36.59,36.59,36.59,8.33,35.71,33.73
PT-TT-SNI-DSC-35-5-5523_m1229,35.56,35.56,30.0,20.69,32.0,33.68,32.94,31.58,39.51,35.56,35.56,35.56,13.33,32.88,30.77
PT-TT-SNI-DSC-35-5-5574_m1318,38.98,38.98,39.66,8.0,41.94,35.77,32.26,40.32,39.66,38.98,38.98,38.98,23.42,38.33,35.66
PT-TT-SNI-DSC-35-5-5574_m1319,39.06,39.06,33.87,27.18,38.52,34.92,33.85,37.21,30.89,39.06,39.06,39.06,4.12,42.28,31.5
PT-TT-SNI-DSC-35-5-5587_m1344,32.69,32.69,27.4,0.0,36.73,27.78,19.51,28.85,31.17,32.69,32.69,32.69,14.29,35.56,29.7
PT-TT-SNI-DSC-35-5-5587_m1345,45.54,45.54,36.89,16.22,38.78,34.62,31.91,38.83,45.98,45.54,45.54,45.54,16.49,37.74,40.78
PT-TT-SNI-DSC-35-5-5612_m1394,25.26,25.26,14.12,3.23,25.49,27.35,21.28,23.66,21.62,25.26,25.26,25.26,25.53,25.26,22.68
PT-TT-SNI-DSC-35-5-5612_m1395,31.3,31.3,27.59,3.03,30.0,29.06,31.86,34.43,33.33,31.3,31.3,31.3,2.02,28.32,25.42
PT-TT-SNI-DSC-35-5-5640_m1445,32.69,32.69,17.98,5.19,29.91,50.42,28.87,35.85,16.67,32.69,32.69,32.69,22.4,42.86,16.16
PT-TT-SNI-DSC-35-5-5640_m1446,47.86,47.86,51.61,23.66,51.67,42.42,52.99,45.38,40.35,47.86,47.86,47.86,6.5,50.88,46.15
PT-TT-SNI-DSC-35-5-5667_m1495,27.37,27.37,12.82,7.5,12.35,32.81,20.0,29.17,13.95,27.37,27.37,27.37,17.74,40.74,11.9
PT-TT-SNI-DSC-35-5-5745_m1577,63.46,63.46,53.2,1.71,66.67,58.42,49.48,59.62,56.85,63.46,63.46,63.46,37.86,62.38,63.11
PT-TT-SNI-DSC-35-5-6193_m1988,52.43,52.43,48.6,28.24,50.47,44.23,42.72,44.86,44.23,52.43,52.43,52.43,25.0,51.92,48.15
PT-TT-SNI-DSC-35-5-6231_m2030,21.28,21.28,21.05,0.0,16.0,17.14,17.24,17.02,22.64,21.28,21.28,21.28,24.62,19.23,23.08
PT-TT-SNI-DSC-35-5-6279_m2076,26.97,26.97,30.56,3.7,31.33,27.4,29.33,22.22,31.25,26.97,26.97,26.97,11.11,25.81,27.27
PT-TT-SNI-DSC-35-5-6298_m2094,28.57,28.57,31.82,13.33,28.57,23.53,25.0,30.38,25.35,28.57,28.57,28.57,5.71,28.57,25.58
PT-TT-SNI-DSC-35-5-6300_m2096,35.62,35.62,24.24,0.0,32.84,21.36,17.54,33.33,31.88,35.62,35.62,35.62,3.08,26.23,22.22
PT-TT-SNI-DSC-35-5-6397_m2182,57.47,57.47,54.35,36.36,58.39,57.8,55.43,57.47,56.82,57.47,57.47,57.47,24.28,57.47,60.0
PT-TT-SNI-DSC-35-5-6452_m2215,50.0,50.0,57.39,31.07,53.66,46.77,52.54,50.91,50.79,50.0,50.0,50.0,23.33,50.0,48.15
PT-TT-SNI-DSC-35-6-8717_m0026,57.14,57.14,56.34,0.0,60.09,55.4,57.94,58.77,56.74,57.14,57.14,57.14,37.38,57.14,57.42
PT-TT-SNI-DSC-35-6-8717_m0027,67.72,67.72,65.08,3.13,65.6,56.64,60.0,66.14,62.4,67.72,67.72,67.72,44.12,65.55,68.75
PT-TT-SNI-DSC-35-6-8794_m0134,47.37,47.37,50.0,0.0,38.93,41.54,48.32,43.42,40.99,47.37,47.37,47.37,23.01,46.67,47.68
PT-TT-SNI-DSC-35-6-8794_m0135,33.33,33.33,40.6,3.74,39.69,44.44,43.97,33.33,42.25,33.33,33.33,33.33,13.33,41.96,34.15
PT-TT-SNI-DSC-35-6-8809_m0152,63.08,63.08,58.27,39.71,58.91,56.49,57.35,62.5,60.47,63.08,63.08,63.08,30.3,63.08,59.09
PT-TT-SNI-DSC-35-6-8843_m0190,56.47,56.47,53.41,40.0,57.74,57.57,64.37,56.47,64.39,56.47,56.47,56.47,38.87,56.47,54.44
PT-TT-SNI-DSC-35-6-8843_m0191,62.5,62.5,66.67,29.55,67.89,65.45,64.22,66.07,64.22,62.5,62.5,62.5,37.84,62.5,62.5
PT-TT-SNI-DSC-35-6-8886_m0246,66.43,66.43,69.04,27.55,69.75,64.52,68.1,66.43,67.84,66.43,66.43,66.43,45.67,66.43,66.67
PT-TT-SNI-DSC-35-6-8886_m0247,66.2,66.2,62.77,19.23,63.38,65.22,61.11,64.34,65.71,66.2,66.2,66.2,44.59,63.38,66.67
PT-TT-SNI-DSC-35-6-8908_m0277,68.13,68.13,62.22,0.0,65.56,59.14,61.54,68.13,58.24,68.13,68.13,68.13,46.15,67.03,67.03
PT-TT-SNI-DSC-35-6-8933_m0314,73.31,73.31,69.75,44.15,71.88,70.77,72.84,73.08,72.84,73.31,73.31,73.31,47.2,73.31,72.03
PT-TT-SNI-DSC-35-6-8933_m0315,65.48,65.48,66.67,45.57,66.67,64.6,69.88,65.48,68.67,65.48,65.48,65.48,41.42,65.48,64.71
PT-TT-SNI-DSC-35-6-8969_m0357,65.74,65.74,66.22,40.42,67.12,63.7,65.74,65.99,64.56,65.74,65.74,65.74,37.09,65.74,64.6
PT-TT-SNI-DSC-35-6-8969_m0358,50.0,50.0,48.89,27.03,59.09,46.67,46.67,54.55,52.17,50.0,50.0,50.0,27.59,50.0,48.89
PT-TT-SNI-DSC-35-6-9038_m0442,61.54,61.54,57.69,16.22,59.26,52.63,58.82,59.26,53.85,61.54,61.54,61.54,24.49,42.55,61.54
PT-TT-SNI-DSC-35-6-9101_m0487,73.19,73.19,72.56,52.26,72.15,71.75,71.92,72.15,72.33,73.19,73.19,73.19,47.65,73.19,71.92
PT-TT-SNI-DSC-35-6-9101_m0488,73.08,73.08,70.19,48.17,72.38,71.7,71.43,71.09,71.29,73.08,73.08,73.08,50.25,73.08,72.73
PT-TT-SNI-DSC-35-6-9105_m0492,59.02,59.02,60.71,33.33,57.63,61.02,56.67,56.67,55.17,59.02,59.02,59.02,22.95,56.6,58.06
PT-TT-SNI-DSC-35-6-9105_m0493,68.59,68.59,66.27,57.85,67.91,62.82,66.67,68.81,67.9,68.59,68.59,68.59,20.35,68.59,69.21
PT-TT-SNI-DSC-35-6-9105_m0494,67.85,67.85,67.59,61.57,68.38,64.06,68.91,67.06,68.38,67.85,67.85,67.85,21.49,67.85,67.19
PT-TT-SNI-DSC-35-6-9105_m0495,69.82,69.82,68.73,62.23,69.82,69.68,71.14,71.51,71.4,69.82,69.82,69.82,20.7,69.82,69.22
PT-TT-SNI-DSC-35-6-9131_m0536,62.09,62.09,63.04,42.55,64.03,62.32,61.92,60.43,63.35,62.09,62.09,62.09,40.82,62.09,60.22
PT-TT-SNI-DSC-35-6-9140_m0549,60.22,60.22,63.08,47.97,62.22,58.91,60.67,60.22,62.17,60.22,60.22,60.22,42.7,60.22,60.0
PT-TT-SNI-DSC-35-6-9140_m0550,54.84,54.84,52.46,17.02,59.02,52.63,54.55,52.46,58.06,54.84,54.84,54.84,32.26,50.91,52.46
PT-TT-SNI-DSC-35-6-9275_m0721,64.29,64.29,58.62,6.45,64.41,0.0,70.18,67.86,58.62,64.29,64.29,64.29,44.44,52.0,66.67
PT-TT-SNI-DSC-35-6-9284_m0740,61.29,61.29,52.63,0.0,56.67,64.52,60.0,59.02,55.17,61.29,61.29,61.29,38.6,54.84,58.06
PT-TT-SNI-DSC-35-6-9373_m0757,48.0,48.0,45.45,0.0,58.33,53.06,41.67,44.0,42.55,48.0,48.0,48.0,32.65,40.0,50.0
PT-TT-SNI-DSC-35-7-7260_m0002,22.86,22.86,21.26,1.72,19.59,22.64,22.86,23.86,25.45,22.86,22.86,22.86,17.28,22.86,25.41
PT-TT-SNI-DSC-35-7-7266_m0008,34.09,34.09,27.85,0.0,30.93,38.1,42.11,42.86,20.25,34.09,34.09,34.09,16.47,38.64,32.1
PT-TT-SNI-DSC-35-7-7275_m0017,58.72,58.72,52.97,0.0,57.27,58.54,57.55,60.71,59.26,58.72,58.72,58.72,35.92,58.72,56.62
PT-TT-SNI-DSC-35-7-7291_m0032,51.11,51.11,46.49,0.0,45.98,51.65,49.18,54.14,51.58,51.11,51.11,51.11,37.5,51.11,50.0
PT-TT-SNI-DSC-35-7-7300_m0041,70.39,70.39,66.67,0.0,67.77,68.9,68.85,69.93,70.59,70.39,70.39,70.39,43.37,70.39,70.86
PT-TT-SNI-DSC-35-7-7300_m0042,81.82,81.82,73.17,0.0,77.27,76.6,81.82,86.36,91.3,81.82,81.82,81.82,25.93,33.33,74.42
PT-TT-SNI-DSC-35-7-7310_m0052,48.35,48.35,48.65,11.11,50.0,49.45,52.04,50.55,56.99,48.35,48.35,48.35,28.29,48.39,43.09
PT-TT-SNI-DSC-35-7-7327_m0069,50.96,50.96,52.83,0.0,54.78,54.78,51.66,56.96,55.56,50.96,50.96,50.96,37.91,50.0,52.9
PT-TT-SNI-DSC-35-7-7402_m0146,45.36,45.36,40.38,0.0,44.44,42.99,46.43,54.55,40.4,45.36,45.36,45.36,32.69,40.71,36.84
PT-TT-SNI-DSC-35-7-7476_m0227,51.9,51.9,50.63,30.14,49.68,47.44,53.42,50.63,55.35,51.9,51.9,51.9,27.21,52.56,43.64
PT-TT-SNI-DSC-35-7-7498_m0248,19.25,19.25,28.94,5.68,29.63,26.96,32.07,17.89,31.8,19.25,19.25,19.25,19.21,24.39,26.42
PT-TT-SNI-DSC-35-7-7520_m0266,35.79,35.79,35.64,35.56,30.11,48.28,40.74,35.79,43.64,35.79,35.79,35.79,3.57,35.79,37.78
PT-TT-SNI-DSC-35-7-7549_m0289,49.62,49.62,48.15,0.0,50.0,57.04,53.87,54.41,57.04,49.62,49.62,49.62,29.01,50.0,50.0
PT-TT-SNI-DSC-35-7-7549_m0290,52.05,52.05,48.1,0.0,54.55,62.5,59.15,54.79,52.17,52.05,52.05,52.05,32.43,60.98,53.66
PT-TT-SNI-DSC-35-7-7694_m0398,50.0,50.0,23.81,0.0,54.55,52.43,57.41,47.62,41.86,50.0,50.0,50.0,27.66,56.36,53.57
PT-TT-SNI-DSC-35-7-7726_m0433,74.46,74.46,73.75,48.25,75.16,72.67,74.85,74.77,73.78,74.46,74.46,74.46,40.23,74.46,72.62
PT-TT-SNI-DSC-35-7-7792_m0494,64.97,64.97,65.33,28.93,64.65,64.48,66.67,63.96,63.32,64.97,64.97,64.97,38.97,64.97,63.27
PT-TT-SNI-DSC-35-7-7818_m0518,53.5,53.5,52.87,22.76,54.44,53.66,59.12,54.55,57.99,53.5,53.5,53.5,26.97,57.83,56.96
PT-TT-SNI-DSC-35-7-7843_m0543,62.8,62.8,62.8,45.1,61.24,59.22,63.73,62.8,65.38,62.8,62.8,62.8,33.02,62.8,60.19
PT-TT-SNI-DSC-35-7-7872_m0573,56.25,56.25,54.55,8.89,57.58,54.29,58.82,62.5,50.75,56.25,56.25,56.25,40.0,56.25,42.42
PT-TT-SNI-DSC-35-7-7968_m0665,63.78,63.78,63.28,22.56,57.96,59.29,63.16,64.31,64.62,63.78,63.78,63.78,43.02,63.78,61.96
PT-TT-SNI-DSC-35-7-7968_m0666,68.09,68.09,71.91,21.43,70.33,68.97,74.42,68.13,72.94,68.09,68.09,68.09,35.29,68.09,65.96
PT-TT-SNI-DSC-35-7-8032_m0720,55.42,55.42,50.55,23.33,43.96,47.06,48.84,55.42,50.0,55.42,55.42,55.42,20.45,55.42,53.85
PT-TT-SNI-DSC-35-7-8102_m0784,60.44,60.44,60.22,22.52,56.35,51.5,58.7,60.0,59.89,60.44,60.44,60.44,40.84,60.44,59.55
PT-TT-SNI-DSC-35-7-8105_m0787,65.13,65.13,64.21,13.26,65.66,62.69,67.17,64.37,67.69,65.13,65.13,65.13,45.16,65.13,65.17
PT-TT-SNI-DSC-35-7-8150_m0825,60.16,60.16,57.6,3.17,60.8,54.7,59.68,59.02,61.67,60.16,60.16,60.16,36.07,60.16,53.12
PT-TT-SNI-DSC-35-7-8197_m0866,65.12,65.12,65.67,0.0,66.67,63.64,66.41,65.13,60.16,65.12,65.12,65.12,40.71,63.6,64.09
PT-TT-SNI-DSC-35-7-8197_m0867,40.0,40.0,37.5,0.0,44.44,46.51,39.02,38.46,54.17,40.0,40.0,40.0,22.95,44.44,43.14
PT-TT-SNI-DSC-35-7-8252_m0900,49.09,49.09,44.0,2.78,50.51,50.94,46.3,49.54,50.53,49.09,49.09,49.09,16.22,50.0,51.55
PT-TT-SNI-DSC-35-7-8268_m0914,56.92,56.92,56.7,28.34,56.15,56.68,54.12,56.25,57.81,56.92,56.92,56.92,31.3,56.92,57.81
PT-TT-SNI-DSC-35-7-8341_m0976,54.32,54.32,47.27,32.7,48.86,48.55,52.63,52.12,60.61,54.32,54.32,54.32,31.95,54.32,50.29
PT-TT-SNI-DSC-35-7-8360_m0998,15.91,15.91,23.0,4.82,18.39,23.19,22.22,15.12,22.22,15.91,15.91,15.91,5.48,15.91,19.05
PT-TT-SNI-DSC-35-7-8361_m0999,49.25,49.25,46.67,5.88,47.0,44.23,50.0,47.52,49.53,49.25,49.25,49.25,28.32,49.25,47.24
PT-TT-SNI-DSC-35-7-8361_m1000,52.27,52.27,42.86,0.0,51.69,47.06,53.66,53.33,50.55,52.27,52.27,52.27,19.57,54.95,45.78
PT-TT-SNI-DSC-35-7-8405_m1048,44.94,44.94,48.62,0.0,48.84,38.46,41.76,44.69,51.43,44.94,44.94,44.94,27.59,44.94,44.07
PT-TT-SNI-DSC-35-7-8409_m1052,48.98,48.98,48.78,31.84,51.26,50.26,53.4,53.12,48.85,48.98,48.98,48.98,31.75,48.98,49.45
PT-TT-SNI-DSC-35-7-8480_m1121,53.25,53.25,51.11,22.37,49.72,47.27,56.0,54.44,53.41,53.25,53.25,53.25,26.59,53.25,52.33
PT-TT-SNI-DSC-35-7-8510_m1158,33.93,33.93,39.11,3.17,36.68,39.63,37.1,37.5,42.59,33.93,33.93,33.93,23.36,33.93,38.53
PT-TT-SNI-DSC-35-7-8518_m1169,35.36,35.36,39.34,5.17,40.45,29.14,42.86,38.25,42.35,35.36,35.36,35.36,21.28,35.36,37.08
PT-TT-SNI-DSC-35-7-8658_m1303,61.94,61.94,64.15,0.0,63.24,58.78,65.15,60.97,63.16,61.94,61.94,61.94,45.76,63.36,60.74
PT-TT-SNI-DSC-35-7-8658_m1304,52.05,52.05,50.67,0.0,47.37,53.73,50.67,52.78,61.11,52.05,52.05,52.05,30.56,52.05,50.0
PT-TT-SNI-DSC-35-7-8658_m1305,71.05,71.05,69.8,64.29,75.52,72.6,74.32,70.59,73.61,71.05,71.05,71.05,49.28,75.52,68.87
PT-TT-SNI-DSC-35-7-8687_m1338,55.05,55.05,52.83,8.22,55.36,57.69,47.62,53.7,52.63,55.05,55.05,55.05,25.21,51.43,55.36
PT-TT-SNI-DSC-35-8-231_m0084,56.74,56.74,60.13,38.36,65.77,43.84,56.55,56.74,67.57,56.74,56.74,56.74,9.88,55.94,55.32
PT-TT-SNI-DSC-35-8-270_m0112,42.42,42.42,46.51,10.91,56.34,34.78,51.43,43.08,50.0,42.42,42.42,42.42,10.99,54.79,51.95
PT-TT-SNI-DSC-35-8-4007_m0214,48.0,48.0,47.06,0.0,43.18,40.91,52.63,50.0,53.52,48.0,48.0,48.0,22.54,52.17,48.1
PT-TT-SNI-DSC-35-8-4012_m0219,74.02,74.02,72.44,46.96,74.6,69.17,69.77,73.44,70.4,74.02,74.02,74.02,25.9,74.02,67.18
PT-TT-SNI-DSC-35-8-4013_m0220,63.24,63.24,63.16,31.25,61.76,54.41,58.02,59.7,62.4,63.24,63.24,63.24,19.72,63.24,60.29
PT-TT-SNI-DSC-35-8-4115_m0294,40.51,40.51,42.86,10.67,39.51,28.95,38.96,45.57,34.78,40.51,40.51,40.51,5.71,46.75,41.03
PT-TT-SNI-DSC-35-8-4124_m0303,64.57,64.57,65.45,39.44,64.25,55.41,58.45,58.04,62.39,64.57,64.57,64.57,13.7,64.57,64.29
PT-TT-SNI-DSC-35-8-4201_m0374,47.76,47.76,48.0,11.32,46.15,30.11,37.33,48.48,41.94,47.76,47.76,47.76,10.13,36.59,40.0
PT-TT-SNI-DSC-35-8-4202_m0375,38.1,38.1,36.84,3.64,40.0,31.33,44.21,34.15,34.21,38.1,38.1,38.1,10.67,45.57,35.44
PT-TT-SNI-DSC-35-8-4203_m0376,48.57,48.57,51.35,24.56,42.11,48.78,48.57,48.57,43.24,48.57,48.57,48.57,8.11,50.7,52.05
PT-TT-SNI-DSC-35-8-4228_m0405,50.98,50.98,43.4,6.56,44.23,40.37,37.78,46.6,33.33,50.98,50.98,50.98,24.07,47.06,45.71
PT-TT-SNI-DSC-35-8-4229_m0406,46.79,46.79,46.09,1.3,52.79,40.0,33.47,45.86,8.43,46.79,46.79,46.79,15.75,52.08,51.71
PT-TT-SNI-DSC-35-8-9303_m0451,64.44,64.44,63.5,35.16,64.94,53.62,64.71,63.7,64.73,64.44,64.44,64.44,33.68,64.44,62.55
PT-TT-SNI-DSC-35-8-9303_m0452,53.49,53.49,51.85,28.57,52.87,50.0,50.57,52.87,52.38,53.49,53.49,53.49,38.64,53.49,52.27
PT-TT-SNI-DSC-35-8-9320_m0475,42.62,42.62,36.36,0.0,42.62,37.68,41.94,41.94,45.61,42.62,42.62,42.62,7.02,46.43,44.83
PT-TT-SNI-DSC-9-84_m0123,60.75,60.75,48.42,22.09,51.92,53.27,45.83,54.79,48.28,60.75,60.75,60.75,31.43,51.43,66.35
PT-TT-SNI-DGE-1-1068_m0001,0.0,0.0,5.41,0.0,0.0,6.82,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,19.35
PT-TT-SNI-DGE-1-1068_m0003,18.18,10.0,26.32,27.03,20.0,16.67,18.18,16.22,5.56,18.18,13.33,18.18,0.0,13.33,8.89
PT-TT-SNI-DGE-1-1549_m0001,2.86,1.74,0.0,0.0,1.63,0.0,1.72,1.75,0.0,1.72,1.75,1.72,0.0,1.94,0.0
PT-TT-SNI-DGE-1-1549_m0008,48.98,0.0,18.18,4.88,43.64,52.38,35.09,35.09,57.14,35.09,43.33,35.09,0.0,49.35,54.05
PT-TT-SNI-DGE-1-2057_m0001,9.38,12.05,6.74,7.41,19.35,16.67,20.0,20.0,18.95,20.0,13.33,20.0,0.0,23.53,21.43
PT-TT-SNI-DGE-1-2057_m0002,45.45,31.58,22.22,21.05,43.48,32.0,45.45,36.36,46.15,45.45,43.48,45.45,0.0,31.58,30.77
PT-TT-SNI-DGE-1-2862_m0002,10.13,15.53,21.49,9.9,23.01,7.89,18.33,16.81,11.88,18.33,22.95,18.33,0.0,21.24,9.71
PT-TT-SNI-DGE-1-3764_m0012,15.0,4.94,0.0,7.69,2.04,9.72,2.63,2.67,17.98,2.63,4.76,2.63,0.0,0.0,6.74
PT-TT-SNI-DGE-1-4370_m0001,0.0,42.11,50.0,30.0,47.62,27.27,40.0,40.0,44.44,40.0,25.0,40.0,0.0,52.63,0.0
PT-TT-SNI-DGE-1-4370_m0004,0.0,12.63,18.82,10.87,10.81,17.78,5.33,7.89,17.82,5.33,11.43,5.33,0.0,5.8,11.36
PT-TT-SNI-DGE-1-4605_m0006,13.79,0.0,2.11,6.12,0.0,18.98,0.0,0.0,4.08,0.0,0.0,0.0,0.0,4.69,23.44
PT-TT-SNI-DGE-1-4653_m0002,20.0,6.52,2.22,0.0,14.74,11.48,12.0,12.12,16.07,12.0,9.2,12.0,0.0,19.61,18.05
PT-TT-SNI-DGE-1-4998_m0008,19.05,6.74,4.6,5.83,6.52,2.99,6.74,6.98,0.0,6.74,6.38,6.74,0.0,2.6,4.55
PT-TT-SNI-DGE-1-5107_m0001,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0
PT-TT-SNI-DGE-1-5527_m0001,55.56,40.91,42.86,43.9,41.86,29.79,41.86,41.86,35.29,41.86,38.1,41.86,0.0,45.0,36.0
PT-TT-SNI-DGE-1-5964_m0007,12.0,5.19,2.47,7.06,2.67,11.88,2.7,2.67,0.0,2.7,4.4,2.7,0.0,0.0,0.0
PT-TT-SNI-DGE-1-601-A_m0003,22.22,22.22,25.0,25.0,21.05,26.67,22.22,22.22,0.0,22.22,18.18,22.22,0.0,23.53,36.36
PT-TT-SNI-DGE-1-601-A_m0020,34.48,14.04,15.38,15.69,16.33,27.4,14.55,14.29,13.04,14.55,13.79,14.55,0.0,16.0,30.99
PT-TT-SNI-DGE-1-6109_m0001,10.26,0.0,0.0,0.0,0.0,14.89,2.99,6.06,0.0,2.99,10.53,2.99,0.0,15.56,22.22
PT-TT-SNI-DGE-1-618_m0001,10.81,0.0,0.0,0.0,15.38,39.13,10.53,5.56,0.0,10.81,12.9,10.81,0.0,21.62,40.0
PT-TT-SNI-DGE-1-6745_m0014,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.05,26.23
PT-TT-SNI-DGE-1-7208_m0014,66.67,63.83,65.31,68.18,60.87,60.0,65.12,65.12,40.0,65.12,57.14,65.12,0.0,57.78,65.31
PT-TT-SNI-DGE-1-7251_m0002,5.48,12.9,19.05,12.12,5.71,14.49,0.0,2.82,6.9,5.26,15.15,5.26,0.0,13.16,7.32
PT-TT-SNI-DGE-1-742_m0001,17.39,7.89,11.9,10.31,10.2,15.25,12.66,12.99,13.95,12.66,10.53,12.66,0.0,10.87,25.6
PT-TT-SNI-DGE-1-7968_m0001,0.0,7.41,0.0,7.14,0.0,31.82,0.0,0.0,21.43,0.0,22.22,0.0,0.0,0.0,50.0
PT-TT-SNI-DGE-1-7968_m0007,7.69,25.71,25.35,21.33,25.0,28.24,27.69,21.21,16.44,27.69,27.85,27.69,0.0,29.89,30.61
PT-TT-SNI-DGE-1-8273_m0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT-TT-SNI-DGE-1-8273_m0002,6.45,0.0,0.0,0.0,22.86,61.54,6.45,6.45,60.0,6.45,21.62,6.45,0.0,46.81,61.22
PT-TT-SNI-DGE-1-8678_m0006,0.0,12.24,15.87,0.0,8.0,18.52,4.0,4.0,4.88,4.0,7.84,4.0,0.0,19.61,4.76
PT-TT-SNI-DGE-1-8692_m0006,45.45,11.54,17.24,11.76,20.0,21.54,20.41,20.41,18.87,20.41,22.73,20.41,0.0,20.0,19.61
PT-TT-SNI-DSC-35-1-1623A_m0105,28.57,28.57,30.3,22.22,32.26,29.27,28.57,28.57,26.67,30.77,29.63,28.57,15.38,30.77,35.56
PT-TT-SNI-DSC-35-1-1623_m0104,58.54,63.16,63.16,60.0,58.54,68.42,58.54,48.78,59.46,56.25,50.0,58.54,6.25,66.67,57.14
PT-TT-SNI-DSC-35-1-1649_m0131,61.11,57.14,64.71,62.5,68.75,60.61,61.11,55.56,43.75,54.55,68.75,61.11,34.48,60.0,52.63
PT-TT-SNI-DSC-35-1-1703_m0185,63.16,66.67,61.54,59.46,70.27,54.05,63.16,57.89,57.89,68.42,70.27,63.16,37.5,64.71,73.68
PT-TT-SNI-DSC-35-1-1804_m0284,65.12,50.91,55.32,59.09,58.54,42.42,65.12,57.78,40.0,55.56,66.67,65.12,23.53,50.0,48.65
PT-TT-SNI-DSC-35-1-1950_m0436,73.33,70.18,64.41,75.41,72.13,58.46,73.33,64.41,60.0,76.67,77.97,73.33,31.03,75.41,73.02
PT-TT-SNI-DSC-35-1-1955_m0441,61.84,65.37,64.11,61.2,60.56,52.03,61.84,52.75,0.0,59.4,58.15,61.84,16.58,60.94,62.6
PT-TT-SNI-DSC-35-1-1955_m0442,55.32,58.33,57.14,56.52,59.09,51.06,55.32,55.32,0.0,48.89,57.78,55.32,11.54,57.14,52.0
PT-TT-SNI-DSC-35-1-1985_m0471,70.49,33.68,58.72,59.65,69.35,66.1,70.49,39.67,62.3,69.35,66.67,70.49,25.42,65.12,73.33
PT-TT-SNI-DSC-35-1-2039_m0525,2.42,0.0,0.0,0.0,1.25,36.42,2.42,2.44,51.61,1.2,0.0,2.42,17.91,22.13,54.72
PT-TT-SNI-DSC-35-1-2043_m0529,76.6,72.0,67.92,58.18,73.91,65.22,76.6,69.57,54.9,73.91,68.09,76.6,12.12,73.91,64.15
PT-TT-SNI-DSC-35-1-2076_m0565,66.67,66.67,60.61,60.61,75.0,64.71,66.67,44.44,50.0,70.59,68.57,66.67,28.57,66.67,70.59
PT-TT-SNI-DSC-35-1-2082_m0571,49.06,34.62,36.07,18.52,48.28,53.85,49.06,40.0,55.56,48.28,60.71,49.06,29.03,47.62,50.0
PT-TT-SNI-DSC-35-1-2086_m0575,56.41,8.57,12.82,21.78,46.15,54.81,56.41,29.75,62.22,57.14,55.81,56.41,17.27,59.02,68.15
PT-TT-SNI-DSC-35-3-1052_m0799,22.22,0.0,0.0,0.0,9.52,50.0,22.22,0.0,45.45,38.1,21.05,22.22,0.0,55.17,60.0
PT-TT-SNI-DSC-35-3-113_m0041,59.17,54.07,57.62,56.4,58.11,51.21,59.17,48.56,39.35,55.71,55.92,59.17,12.53,59.17,55.42
PT-TT-SNI-DSC-35-3-1260_m0995,63.64,63.16,64.66,57.14,70.07,59.54,63.64,62.69,51.52,57.81,69.63,63.64,39.06,63.16,63.08
PT-TT-SNI-DSC-35-3-1278_m1012,70.21,75.27,71.11,71.74,72.92,59.18,68.82,74.47,56.31,70.83,70.1,70.21,36.17,71.58,70.21
PT-TT-SNI-DSC-35-3-1280_m1014,69.23,66.67,62.82,58.39,61.15,56.96,69.23,57.14,46.34,64.56,68.79,69.23,8.7,67.08,66.25
PT-TT-SNI-DSC-35-3-1337B_m1071,0.0,0.0,0.0,0.0,0.0,52.43,0.0,0.0,59.57,0.0,3.7,0.0,27.08,39.51,56.25
PT-TT-SNI-DSC-35-3-133_m0060,37.99,3.2,14.49,13.24,41.71,51.46,37.99,27.51,48.28,50.0,47.37,37.99,21.9,54.63,53.4
PT-TT-SNI-DSC-35-3-1361_m1095,75.0,47.62,53.85,40.0,76.92,55.17,75.0,64.0,54.55,64.29,60.87,75.0,16.22,60.0,59.26
PT-TT-SNI-DSC-35-3-1381_m1115,48.39,0.0,33.33,13.64,55.07,58.82,48.39,15.38,51.61,55.07,50.79,48.39,25.93,55.74,52.31
PT-TT-SNI-DSC-35-3-1382_m1116,49.32,33.9,34.48,36.36,47.37,56.0,49.32,21.05,44.16,57.53,48.0,49.32,27.4,50.67,52.05
