file,baseline,homogeneous_blur,gaussian_blur,median_blur,bilateral_filtering,adaptive_threshold,simple_threshold,otsu_threshold,triangle_threshold,erosion,opening,closing,morphological_gradient,top_hat,black_hat
PT-TT-SNI-DSC-35-5-5438_m1087,73.54,73.54,54.09,13.62,75.1,73.15,57.98,70.43,50.58,73.54,73.54,73.54,58.37,57.2,70.04
PT-TT-SNI-DSC-35-5-5438_m1088,69.65,69.65,44.36,22.18,61.48,50.19,51.75,67.32,52.92,69.65,69.65,69.65,32.3,45.91,54.86
PT-TT-SNI-DSC-35-5-5520_m1222,15.36,15.36,39.18,2.82,66.14,73.04,56.11,15.67,47.34,15.36,15.36,15.36,28.84,42.95,63.01
PT-TT-SNI-DSC-35-5-5520_m1223,68.65,68.65,64.58,38.87,74.29,57.99,63.32,67.4,57.99,68.65,68.65,68.65,39.5,64.58,69.59
PT-TT-SNI-DSC-35-5-5523_m1228,60.12,60.12,44.86,2.8,47.98,63.86,46.73,59.19,18.38,60.12,60.12,60.12,45.17,53.89,60.75
PT-TT-SNI-DSC-35-5-5523_m1229,61.06,61.06,57.63,34.58,51.71,67.29,61.68,60.12,63.24,61.06,61.06,61.06,46.11,50.16,60.12
PT-TT-SNI-DSC-35-5-5574_m1318,65.95,65.95,63.07,15.11,61.39,65.47,55.4,64.51,64.75,65.95,65.95,65.95,41.49,68.59,63.07
PT-TT-SNI-DSC-35-5-5574_m1319,57.07,57.07,54.2,46.76,57.79,60.43,59.23,54.68,62.11,57.07,57.07,57.07,30.94,55.4,56.12
PT-TT-SNI-DSC-35-5-5587_m1344,70.86,70.86,24.57,10.0,51.71,64.57,46.57,69.14,52.29,70.86,70.86,70.86,38.29,65.43,69.14
PT-TT-SNI-DSC-35-5-5587_m1345,66.0,66.0,61.14,33.71,66.0,66.0,67.14,66.57,66.0,66.0,66.0,66.0,48.29,64.0,69.43
PT-TT-SNI-DSC-35-5-5612_m1394,46.15,46.15,24.32,7.69,47.15,61.54,33.75,45.41,18.11,46.15,46.15,46.15,43.18,46.15,43.18
PT-TT-SNI-DSC-35-5-5612_m1395,54.34,54.34,62.53,13.9,54.34,33.0,46.65,51.36,43.92,54.34,54.34,54.34,34.74,47.39,57.57
PT-TT-SNI-DSC-35-5-5640_m1445,53.6,53.6,34.11,13.23,45.71,71.93,43.62,53.13,28.31,53.6,53.6,53.6,61.25,61.02,46.87
PT-TT-SNI-DSC-35-5-5640_m1446,71.93,71.93,71.69,29.47,74.71,61.72,72.62,70.77,59.16,71.93,71.93,71.93,35.27,74.01,69.84
PT-TT-SNI-DSC-35-5-5667_m1495,43.94,43.94,28.14,24.89,31.17,62.55,36.8,43.72,29.65,43.94,43.94,43.94,62.34,61.04,32.25
PT-TT-SNI-DSC-35-5-5745_m1577,82.55,82.55,83.09,10.34,86.31,86.17,76.11,80.54,78.66,82.55,82.55,82.55,71.01,84.16,84.03
PT-TT-SNI-DSC-35-5-6193_m1988,77.51,77.51,74.25,37.67,74.53,79.4,69.38,75.34,70.73,77.51,77.51,77.51,52.57,76.69,72.36
PT-TT-SNI-DSC-35-5-6231_m2030,21.45,21.45,29.07,22.49,27.68,47.06,30.1,20.76,26.64,21.45,21.45,21.45,36.68,29.76,27.34
PT-TT-SNI-DSC-35-5-6279_m2076,42.17,42.17,32.91,23.32,46.01,38.66,44.41,41.53,34.5,42.17,42.17,42.17,18.21,40.58,41.21
PT-TT-SNI-DSC-35-5-6298_m2094,46.48,46.48,48.73,15.77,42.82,44.79,36.34,47.32,36.62,46.48,46.48,46.48,20.0,52.68,49.01
PT-TT-SNI-DSC-35-5-6300_m2096,32.92,32.92,22.67,5.9,25.47,42.55,17.39,31.99,32.3,32.92,32.92,32.92,17.7,20.5,21.74
PT-TT-SNI-DSC-35-5-6397_m2182,78.44,78.44,73.12,66.25,77.66,78.12,64.84,78.28,72.81,78.44,78.44,78.44,57.97,78.44,77.5
PT-TT-SNI-DSC-35-5-6452_m2215,47.12,47.12,55.97,43.58,59.29,57.96,51.55,47.12,67.92,47.12,47.12,47.12,38.72,46.9,46.46
PT-TT-SNI-DSC-35-6-8717_m0026,84.81,84.81,87.29,0.83,87.19,87.19,87.4,85.54,86.47,84.81,84.81,84.81,81.4,84.81,85.12
PT-TT-SNI-DSC-35-6-8717_m0027,83.65,83.65,83.02,1.89,82.81,68.13,80.5,84.7,83.02,83.65,83.65,83.65,70.65,80.5,82.39
PT-TT-SNI-DSC-35-6-8794_m0134,77.08,77.08,77.65,3.98,71.4,64.77,72.92,77.84,66.29,77.08,77.08,77.08,34.47,74.81,75.57
PT-TT-SNI-DSC-35-6-8794_m0135,55.87,55.87,64.96,26.52,64.77,48.67,66.86,55.68,66.48,55.87,55.87,55.87,30.87,69.7,49.81
